CY,1800
OL,1800
SL,1800
AC,1800
AN,1800
DH,1800
NM,1800
AL,1800
JO,1800
JX,1800
AE,1750
GS,1750
CW,1750
BH,1750
LLu,1750
LLee,1750
IG,1750
PL,1850
